FECHA (YYMMDD);HORA (HHMM);;
180828;1100;1,81101;
180828;1200;2,39179;
180828;1300;2,7267;
180828;1400;4,33112;
180828;1500;4,06445;
180828;1600;3,4917;
180828;1700;3,35696;
180828;1800;2,52024;
180828;1900;1,30708;
180828;2000;1,04663;
180828;2100;0,237048;
180828;2200;1,41235;
180828;2300;3,01942;
180829;0000;2,56281;
180829;0100;1,3512;
180829;0200;0,837444;
180829;0300;0,911286;
180829;0400;0,940672;
180829;0500;3,11236;
180829;0600;1,44118;
180829;0700;1,68587;
180829;0800;2,36268;
180829;0900;3,12703;
180829;1000;4,07722;
180829;1100;3,09698;
180829;1200;3,04332;
180829;1300;2,52363;
180829;1400;2,3373;
180829;1500;2,24331;
180829;1600;2,43468;
180829;1700;1,85305;
180829;1800;0,764181;
180829;1900;0,44822;
180829;2000;0,517766;
180829;2100;2,28238;
180829;2200;1,57967;
180829;2300;0,323045;
180830;0000;0,245684;
180830;0100;1,13746;
180830;0200;1,35818;
180830;0300;1,43027;
180830;0400;2,28691;
180830;0500;1,13007;
180830;0600;2,03855;
180830;0700;0,231;
180830;0800;0,951293;
180830;0900;1,80745;
180830;1000;1,60999;
180830;1100;1,99396;
180830;1200;1,80612;
180830;1300;1,48745;
180830;1400;1,29049;
180830;1500;1,21397;
180830;1600;1,12532;
180830;1700;1,32088;
180830;1800;1,90247;
180830;1900;2,2423;
180830;2000;2,49729;
180830;2100;1,8906;
180830;2200;0,961441;
180830;2300;0,337993;
